sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;comercio;comidas rapidas;guayabal;3;15;27/04/2018;2000000.0;microempresarial
femenino;comercio;distribuidora de;cabecera san antonio ;2;80;18/10/2016;6800000.0;microempresarial
femenino;comercio;comidas rapidas;enciso;1;8;11/04/2018;7800000.0;microempresarial
masculino;industria;cerrajeria;doce de octubre no1;2;6;16/02/2016;2500000.0;microempresarial
femenino;servicio;peluqueria;belencito;2;13;30/08/2018;2000000.0;microempresarial
masculino;industria;fotografia;popular;2;1;16/08/2017;2000000.0;microempresarial
femenino;comercio;variedades;robledo;3;7;01/03/2016;6850000.0;microempresarial
masculino;industria;fabrica de;aranjuez;3;4;04/08/2017;5000000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;25/07/2018;6000000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;18/06/2018;5000000.0;microempresarial
femenino;comercio;tienda;cabecera san antonio ;1;80;25/04/2016;6000000.0;microempresarial
femenino;comercio;variedades;manrique central no1;1;4;17/05/2017;7377000.0;microempresarial
femenino;servicio;comidas rapidas;enciso;2;8;13/09/2017;5000000.0;microempresarial
femenino;servicio;comidas rapidas;la milagrosa;3;9;12/07/2016;6890000.0;microempresarial
femenino;comercio;productos de belleza;robledo;2;7;15/05/2018;1850000.0;microempresarial
femenino;industria;fabrica de;popular;1;1;18/11/2016;2000000.0;microempresarial
femenino;comercio;miscelanea;santa cruz;2;2;30/09/2016;3000000.0;microempresarial
masculino;comercio;comidas rapidas;manrique central no1;2;4;03/04/2017;4100000.0;microempresarial
femenino;industria;fabrica de;picacho;1;6;26/07/2017;6000000.0;microempresarial
femenino;comercio;tienda;santander;2;6;23/01/2018;7800000.0;juridica y cap.semilla
masculino;comercio;barberia;el compromiso;1;1;03/10/2017;5000000.0;microempresarial
masculino;industria;fabrica de calzado;picacho;1;6;03/05/2017;7300000.0;microempresarial
femenino;industria;fabrica de;20 de julio;1;13;02/05/2018;4500000.0;microempresarial
masculino;comercio;cafe e internet;enciso;2;8;23/05/2017;7000000.0;microempresarial
femenino;comercio;restaurante;santa lucia;3;12;30/04/2018;7800000.0;microempresarial
masculino;comercio;miscelanea;la floresta;3;12;18/07/2018;1000000.0;microempresarial
masculino;comercio;tienda;belencito;2;13;16/07/2018;1000000.0;microempresarial
femenino;servicio;recreativo educativo;santa lucia;3;12;04/08/2017;70000000.0;microempresarial
femenino;industria;fabrica de;san javier no1;1;13;03/04/2018;7800000.0;microempresarial
femenino;comercio;tienda de helados;andalucia;2;2;24/08/2017;7377000.0;microempresarial
femenino;industria;fabrica de;enciso;3;8;29/06/2016;2000000.0;microempresarial
masculino;comercio;ferreteria;aranjuez;3;4;25/08/2016;5000000.0;microempresarial
femenino;comercio;distribuidora de;san pablo;2;1;07/10/2016;6890000.0;microempresarial
femenino;industria;fabrica de;campo valdes no1;3;4;11/04/2018;6000000.0;microempresarial
masculino;comercio;bares;aranjuez;2;4;26/01/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera san cristobal;2;60;11/12/2017;5000000.0;microempresarial
femenino;comercio;tienda;villatina;1;8;28/08/2017;6000000.0;microempresarial
femenino;industria;fabrica de;20 de julio;1;13;06/03/2018;7000000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;2;7;06/04/2018;7800000.0;microempresarial
femenino;servicio;productos de belleza;carpinelo;1;1;01/02/2019;7000000.0;microempresarial
femenino;comercio;comidas rapidas;enciso;2;8;08/11/2017;7370000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;05/04/2019;5000000.0;microempresarial
femenino;comercio;distribuidora de;san javier no1;1;13;05/07/2018;2000000.0;microempresarial
femenino;comercio;comidas rapidas;popular;1;1;15/02/2018;7800000.0;microempresarial
femenino;comercio;panaderia;popular;2;1;16/03/2018;2000000.0;microempresarial
femenino;comercio;almacen de ropa en;florencia;3;5;10/06/2016;6890000.0;microempresarial
masculino;comercio;floristeria;francisco antonio zea;3;5;10/08/2018;5000000.0;microempresarial
femenino;comercio;almacen de ropa en;campo valdes no1;3;4;15/08/2017;15000000.0;microempresarial
masculino;comercio;variedades;belen;3;16;10/10/2016;6800000.0;microempresarial
masculino;comercio;variedades;san javier no1;1;13;17/05/2016;6000000.0;microempresarial
femenino;industria;fabrica de;manrique central no2;3;3;29/05/2018;7000000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;1;60;05/07/2017;5000000.0;microempresarial
femenino;servicio;mantenimiento en;el compromiso;1;1;20/06/2017;7377000.0;microempresarial
femenino;servicio;peluqueria;barrio caicedo;1;9;19/12/2016;3000000.0;microempresarial
masculino;comercio;panaderia;cabecera san cristobal;2;60;23/03/2018;3000000.0;microempresarial
femenino;industria;fabrica de;cabecera san cristobal;3;60;08/09/2016;5000000.0;microempresarial
masculino;comercio;distribuidora de;eduardo santos;2;13;02/08/2017;7300000.0;microempresarial
femenino;industria;fabrica de;lopez de mesa;3;7;05/03/2018;1500000.0;microempresarial
femenino;comercio;tienda;robledo;2;7;03/09/2018;4000000.0;microempresarial
masculino;servicio;cafe e internet;villa niza;2;2;18/06/2019;8000000.0;microempresarial
masculino;comercio;ferreteria;granizal;2;1;10/05/2019;5000000.0;microempresarial
masculino;comercio;variedades;robledo;2;7;03/04/2017;6500000.0;microempresarial
masculino;servicio;peluqueria;villa hermosa;1;8;13/03/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;la milagrosa;2;9;12/03/2018;7800000.0;microempresarial
femenino;servicio;fabrica de productos;santa cruz;2;2;16/03/2017;2500000.0;microempresarial
masculino;industria;fabrica de;manrique oriental;2;3;15/06/2017;7000000.0;microempresarial
masculino;comercio;variedades;enciso;1;8;06/03/2019;2600000.0;microempresarial
femenino;comercio;panaderia;enciso;3;8;27/10/2016;6890000.0;microempresarial
femenino;industria;fabrica de;campo valdes no2;2;3;17/01/2017;4000000.0;microempresarial
femenino;industria;fabrica de;enciso;2;8;10/11/2017;7370000.0;microempresarial
femenino;comercio;variedades;prado;3;10;21/03/2017;7000000.0;microempresarial
femenino;servicio;comidas rapidas;belen;3;16;05/02/2016;6800000.0;microempresarial
masculino;comercio;tienda;manrique central no1;1;4;23/04/2018;4480000.0;microempresarial
masculino;servicio;lavanderia;barrio caicedo;2;9;13/04/2018;7800000.0;microempresarial
masculino;servicio;publicidad y;villa hermosa;2;8;02/11/2018;7800000.0;microempresarial
femenino;comercio;restaurante;manrique oriental;2;3;21/05/2018;3000000.0;microempresarial
masculino;comercio;tienda;guayabal;3;15;13/03/2019;8281160.0;microempresarial
femenino;servicio;comidas rapidas;castilla;3;5;28/04/2016;3100000.0;microempresarial
masculino;comercio;variedades;altavista;2;16;18/04/2018;7800000.0;microempresarial
femenino;industria;fabrica de;san javier no1;1;13;31/03/2016;6800000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no2;1;3;01/06/2018;3000000.0;microempresarial
masculino;comercio;mantenimiento en;juan xxiii la quiebra;2;13;12/06/2018;2500000.0;microempresarial
femenino;industria;fabrica de;buenos aires;3;9;08/08/2016;6890000.0;microempresarial
femenino;servicio;variedades;la milagrosa;3;9;03/03/2017;7377000.0;microempresarial
masculino;servicio;servicios;bel¿n;3;16;18/01/2016;6800000.0;microempresarial
femenino;comercio;variedades;san javier no1;1;13;20/06/2018;7000000.0;microempresarial
femenino;servicio;miscelanea;villatina;1;8;13/09/2016;6890000.0;microempresarial
masculino;comercio;tienda;granizal;1;1;16/04/2018;7800000.0;microempresarial
masculino;comercio;variedades;villa hermosa;3;8;12/12/2017;7370000.0;microempresarial
femenino;industria;fabrica de;aranjuez;1;4;28/11/2016;6890000.0;microempresarial
femenino;industria;fabrica de;belen;2;6;01/06/2017;7377000.0;microempresarial
femenino;servicio;restaurante;robledo;2;7;02/11/2016;6894000.0;microempresarial
femenino;comercio;almacen de ropa en;villa hermosa;1;8;24/08/2017;7000000.0;microempresarial
femenino;comercio;panaderia;trinidad;3;15;03/04/2017;7000000.0;microempresarial
masculino;comercio;publicidad y;buenos aires;3;9;31/10/2016;5500000.0;microempresarial
femenino;comercio;variedades;san javier no1;3;13;11/10/2017;7000000.0;microempresarial
femenino;industria;fabrica de;cabecera san antonio ;3;80;22/05/2018;4700000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique central no1;2;4;11/05/2018;1000000.0;microempresarial
masculino;industria;fabrica de;aranjuez;3;4;10/07/2018;7800000.0;microempresarial
femenino;comercio;tienda;granizal;2;1;17/12/2018;7000000.0;microempresarial
masculino;comercio;comidas rapidas;loreto;2;9;29/01/2019;8200000.0;microempresarial
masculino;servicio;variedades;guayabal;3;15;06/01/2016;4000000.0;microempresarial
masculino;industria;fabrica de;manrique central no2;2;3;01/04/2016;6000000.0;microempresarial
femenino;servicio;variedades;aranjuez;2;4;07/06/2017;7377000.0;microempresarial
femenino;comercio;fabrica de;san javier no1;2;13;12/04/2018;6000000.0;microempresarial
femenino;industria;fabrica de calzado;enciso;2;8;12/04/2016;6890000.0;microempresarial
femenino;comercio;variedades;aranjuez;2;4;09/03/2018;7800000.0;microempresarial
femenino;servicio;variedades;la milagrosa;2;9;26/03/2019;8000000.0;microempresarial
masculino;servicio;criadero de animales;cabecera san antonio ;2;80;28/12/2018;6500000.0;microempresarial
femenino;comercio;variedades;campo valdes no1;3;4;24/10/2017;7000000.0;microempresarial
masculino;comercio;variedades;buenos aires;3;9;19/12/2016;28000000.0;empresarial ed.
femenino;comercio;tienda;manrique central no1;2;4;12/02/2018;7800000.0;microempresarial
femenino;industria;fabrica de calzado;campo valdes no1;3;4;13/09/2016;4000000.0;microempresarial
masculino;comercio;variedades;aranjuez;2;4;13/06/2018;7500000.0;microempresarial
masculino;comercio;variedades;san javier no1;2;13;30/05/2018;7800000.0;microempresarial
femenino;comercio;fabrica de calzado;el salvador;3;9;18/02/2019;8281000.0;microempresarial
femenino;comercio;almacen de ropa en;florencia;3;5;03/07/2018;7800000.0;microempresarial
masculino;industria;fabrica de muebles;barrio caicedo;2;9;21/09/2017;4000000.0;microempresarial
femenino;comercio;tienda de helados;buenos aires;3;9;18/08/2016;6870000.0;microempresarial
femenino;comercio;comidas rapidas;buenos aires;2;9;15/06/2018;7000000.0;microempresarial
masculino;comercio;tienda;robledo;3;7;20/01/2017;4500000.0;microempresarial
femenino;industria;publicidad y;la america;1;7;19/07/2016;6890000.0;microempresarial
femenino;servicio;comidas rapidas;el astillero;2;80;09/03/2018;6000000.0;microempresarial
masculino;comercio;panaderia;castilla;3;5;27/02/2017;7377000.0;microempresarial
femenino;industria;carpinteria;loreto;3;9;17/11/2016;6800000.0;microempresarial
femenino;comercio;variedades;manrique central no2;1;3;13/04/2016;4136724.0;microempresarial
femenino;comercio;variedades;granizal;2;1;01/03/2016;6800000.0;microempresarial
femenino;comercio;almacen de ropa en;santa cruz;2;2;30/11/2018;5000000.0;microempresarial
femenino;comercio;variedades;el socorro;2;13;06/12/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;doce de octubre no1;2;6;06/03/2018;4000000.0;microempresarial
masculino;industria;variedades;belen;3;16;04/11/2016;28000000.0;microempresarial
femenino;comercio;variedades;kennedy;2;6;02/11/2017;4000000.0;microempresarial
femenino;comercio;miscelanea;playon de los ;1;2;19/08/2016;6890000.0;microempresarial
masculino;comercio;variedades;manrique central no2;1;3;03/04/2019;8281000.0;microempresarial
masculino;comercio;tienda;san german;3;7;29/08/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;santo domingo savio ;2;1;01/02/2018;2000000.0;microempresarial
femenino;comercio;almacen de ropa en;villa hermosa;3;8;12/09/2016;6890000.0;microempresarial
femenino;comercio;cafeteria;el salvador;2;9;10/05/2018;5000000.0;microempresarial
femenino;comercio;peluqueria;aranjuez;2;4;28/12/2016;4000000.0;microempresarial
femenino;industria;fabrica de calzado;la milagrosa;2;9;27/09/2017;3000000.0;microempresarial
femenino;servicio;peluqueria;doce de octubre no1;2;6;27/10/2016;6000000.0;microempresarial
femenino;comercio;productos de belleza;aranjuez;3;4;19/07/2018;7800000.0;microempresarial
femenino;servicio;fabrica de;robledo;1;7;28/06/2017;7377000.0;microempresarial
femenino;servicio;variedades;campo valdes no1;2;4;06/12/2016;6800000.0;microempresarial
femenino;comercio;fabrica de;santo domingo savio ;1;1;26/10/2018;4500000.0;microempresarial
femenino;comercio;comidas rapidas;barrio caicedo;2;9;24/10/2017;5000000.0;microempresarial
femenino;comercio;variedades;doce de octubre no1;2;6;17/10/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;florencia;3;5;09/11/2017;6000000.0;microempresarial
femenino;comercio;comidas rapidas;versalles no1;1;3;06/08/2018;4000000.0;microempresarial
masculino;comercio;variedades;moravia;2;4;05/09/2018;3000000.0;microempresarial
femenino;comercio;almacen de ropa en;aranjuez;3;4;22/06/2017;6000000.0;microempresarial
femenino;industria;fabrica de;20 de julio;2;13;15/11/2016;6890000.0;microempresarial
femenino;comercio;panaderia;andalucia;2;2;13/05/2019;5000000.0;microempresarial
femenino;comercio;tienda;manrique oriental;1;3;28/07/2016;6000000.0;microempresarial
femenino;industria;fabrica de;san pablo;1;1;02/08/2018;7000000.0;microempresarial
masculino;industria;ferreteria;buenos aires;2;9;24/03/2017;7000000.0;microempresarial
masculino;comercio;tienda;san javier no1;1;13;13/02/2018;3000000.0;microempresarial
masculino;servicio;mantenimiento en;castilla;3;5;17/05/2017;30249103.0;empresarial ed.
femenino;servicio;tienda;robledo;2;7;17/10/2017;5000000.0;microempresarial
femenino;comercio;distribuidora de;manrique central no2;2;3;16/02/2016;6890000.0;microempresarial
masculino;comercio;tienda;palmitas;1;50;23/08/2016;4000000.0;microempresarial
masculino;servicio;taller de mecanica;villatina;2;8;05/01/2018;7300000.0;microempresarial
femenino;comercio;peluqueria;castilla;3;5;02/08/2017;7370000.0;microempresarial
femenino;servicio;papeleria;popular;2;1;23/05/2017;3000000.0;microempresarial
femenino;industria;fabrica de;girardot;3;5;27/03/2017;7377000.0;microempresarial
masculino;industria;fabrica de;robledo;1;7;31/05/2016;4000000.0;microempresarial
femenino;comercio;distribuidora de;santo domingo savio ;1;1;05/07/2018;7800000.0;microempresarial
masculino;servicio;comidas rapidas;la candelaria;3;10;05/03/2019;8200000.0;microempresarial
masculino;servicio;recreativo educativo;el salvador;3;9;29/01/2019;8281000.0;microempresarial
femenino;servicio;comidas rapidas;santo domingo savio ;2;1;12/05/2017;6000000.0;microempresarial
masculino;comercio;tienda;la milagrosa;2;9;05/09/2016;6890000.0;microempresarial
femenino;servicio;comidas rapidas;santo domingo savio ;2;1;18/04/2017;4000000.0;microempresarial
femenino;comercio;miscelanea;manrique central no2;1;3;13/12/2016;6900000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5;17/05/2018;7500000.0;microempresarial
femenino;comercio;variedades;playon de los ;2;2;11/09/2018;3750000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7;18/05/2018;5000000.0;microempresarial
femenino;comercio;tienda;barrio caicedo;1;9;24/05/2017;7300000.0;microempresarial
femenino;industria;fabrica de;alfonso lopez;2;5;29/02/2016;6890000.0;microempresarial
masculino;comercio;drogueria;robledo;2;7;20/02/2018;7812000.0;microempresarial
femenino;comercio;comidas rapidas;altavista;2;16;09/04/2018;6000000.0;microempresarial
femenino;comercio;almacen de ropa en;santa margarita;2;7;21/02/2018;2500000.0;microempresarial
femenino;servicio;miscelanea;el poblado;2;14;21/11/2018;7800000.0;microempresarial
masculino;industria;fabrica de;robledo;2;7;11/10/2018;7812420.0;microempresarial
femenino;comercio;distribuidora de;cabecera san cristobal;2;60;17/07/2018;7800000.0;microempresarial
femenino;comercio;panaderia;campo valdes no1;3;4;04/04/2018;3500000.0;microempresarial
femenino;industria;variedades;sucre;2;8;17/03/2017;2000000.0;microempresarial
femenino;comercio;fabrica de calzado;san pablo;1;1;22/09/2016;2000000.0;microempresarial
femenino;servicio;bares;kennedy;2;6;24/10/2017;7377000.0;microempresarial
femenino;comercio;tienda;altavista;2;16;23/01/2018;4000000.0;microempresarial
femenino;comercio;almacen de ropa en;robledo;2;7;05/07/2018;5000000.0;microempresarial
femenino;industria;fabrica de;belen;3;16;09/04/2018;7800000.0;microempresarial
masculino;servicio;comidas rapidas;picachito;1;6;22/09/2017;7300000.0;microempresarial
femenino;servicio;peluqueria;manrique central no1;2;4;07/10/2016;6890000.0;microempresarial
masculino;industria;fabrica de;cabecera san antonio ;2;80;11/10/2017;7000000.0;microempresarial
femenino;servicio;fabrica de helados;picacho;1;6;29/11/2016;1500000.0;microempresarial
femenino;industria;fabrica de;villa niza;2;2;13/08/2018;3500000.0;microempresarial
